Motor_Raw,MT6_Raw,Motor_Accum,MT6_Accum,Output_Accum,Progress_Perc
330.998,106.326,-15715.633,-3504.089,-1047.199,11.2
327.395,105.645,-15719.237,-3504.770,-1047.403,11.2
323.703,105.008,-15722.928,-3505.407,-1047.593,11.2
320.188,104.437,-15726.442,-3505.979,-1047.764,11.2
316.937,103.514,-15729.695,-3506.901,-1048.040,11.2
313.597,102.745,-15733.035,-3507.670,-1048.269,11.2
310.257,101.954,-15736.374,-3508.461,-1048.506,11.2
306.916,101.185,-15739.715,-3509.230,-1048.736,11.2
303.401,100.438,-15743.230,-3509.978,-1048.959,11.2
300.062,99.646,-15746.570,-3510.769,-1049.195,11.2
296.633,98.878,-15749.999,-3511.538,-1049.425,11.2
293.118,98.152,-15753.513,-3512.263,-1049.642,11.2
289.689,97.384,-15756.942,-3513.032,-1049.872,11.2
286.350,96.658,-15760.282,-3513.757,-1050.088,11.2
282.835,95.955,-15763.796,-3514.460,-1050.298,11.2
279.495,95.252,-15767.136,-3515.163,-1050.509,11.2
276.066,94.593,-15770.565,-3515.822,-1050.706,11.2
272.552,93.846,-15774.080,-3516.569,-1050.929,11.2
269.212,93.121,-15777.418,-3517.294,-1051.145,11.2
265.783,92.352,-15780.848,-3518.063,-1051.375,11.2
262.356,91.561,-15784.275,-3518.854,-1051.612,11.2
258.840,90.682,-15787.791,-3519.733,-1051.874,11.2
255.413,89.825,-15791.218,-3520.590,-1052.130,11.2
251.896,89.012,-15794.735,-3521.403,-1052.373,11.2
248.470,88.353,-15798.162,-3522.062,-1052.570,11.2
244.953,87.649,-15801.678,-3522.766,-1052.781,11.2
241.526,86.902,-15805.105,-3523.513,-1053.004,11.3
238.099,86.221,-15808.532,-3524.194,-1053.207,11.3
234.759,85.430,-15811.872,-3524.985,-1053.444,11.3
231.243,84.661,-15815.388,-3525.754,-1053.674,11.3
227.903,83.958,-15818.728,-3526.457,-1053.884,11.3
224.475,83.145,-15822.157,-3527.270,-1054.127,11.3
220.960,82.332,-15825.671,-3528.083,-1054.370,11.3
217.620,81.541,-15829.011,-3528.874,-1054.606,11.3
214.104,80.662,-15832.527,-3529.753,-1054.869,11.3
210.764,79.761,-15835.867,-3530.654,-1055.138,11.3
207.248,78.882,-15839.383,-3531.533,-1055.401,11.3
203.908,78.091,-15842.723,-3532.324,-1055.637,11.3
200.394,77.256,-15846.238,-3533.159,-1055.887,11.3
197.054,76.553,-15849.578,-3533.862,-1056.097,11.3
193.625,75.762,-15853.006,-3534.653,-1056.333,11.3
190.285,74.971,-15856.346,-3535.444,-1056.569,11.3
186.945,74.180,-15859.685,-3536.235,-1056.806,11.3
183.606,73.433,-15863.025,-3536.982,-1057.029,11.3
180.179,72.730,-15866.453,-3537.685,-1057.239,11.3
176.927,71.917,-15869.705,-3538.498,-1057.482,11.3
173.410,71.126,-15873.221,-3539.289,-1057.719,11.3
170.070,70.379,-15876.560,-3540.036,-1057.942,11.3
166.730,69.544,-15879.900,-3540.871,-1058.191,11.3
163.215,68.819,-15883.416,-3541.596,-1058.408,11.3
159.875,68.094,-15886.756,-3542.321,-1058.625,11.3
156.535,67.281,-15890.096,-3543.134,-1058.868,11.3
153.108,66.512,-15893.523,-3543.903,-1059.098,11.3
149.681,65.677,-15896.950,-3544.738,-1059.347,11.3
146.340,64.842,-15900.291,-3545.573,-1059.597,11.3
142.912,63.919,-15903.718,-3546.496,-1059.872,11.3
139.573,63.062,-15907.058,-3547.353,-1060.129,11.3
136.057,62.359,-15910.575,-3548.056,-1060.339,11.3
132.717,61.524,-15913.915,-3548.891,-1060.588,11.3
129.377,60.579,-15917.254,-3549.836,-1060.871,11.3
125.862,59.854,-15920.768,-3550.561,-1061.087,11.3
122.434,59.063,-15924.198,-3551.352,-1061.324,11.3
119.007,58.338,-15927.625,-3552.077,-1061.540,11.3
115.667,57.679,-15930.964,-3552.736,-1061.737,11.3
112.150,56.844,-15934.480,-3553.571,-1061.987,11.3
108.898,56.141,-15937.733,-3554.274,-1062.197,11.3
105.559,55.503,-15941.073,-3554.912,-1062.387,11.4
102.219,54.866,-15944.412,-3555.549,-1062.578,11.4
98.879,54.361,-15947.751,-3556.054,-1062.729,11.4
95.627,53.900,-15951.004,-3556.516,-1062.867,11.4
92.200,53.284,-15954.431,-3557.131,-1063.051,11.4
88.860,52.559,-15957.771,-3557.856,-1063.267,11.4
85.432,51.834,-15961.200,-3558.581,-1063.484,11.4
82.004,51.043,-15964.626,-3559.372,-1063.720,11.4
78.665,50.296,-15967.966,-3560.119,-1063.944,11.4
75.148,49.461,-15971.483,-3560.954,-1064.193,11.4
71.721,48.626,-15974.910,-3561.789,-1064.443,11.4
68.205,47.791,-15978.426,-3562.624,-1064.692,11.4
64.690,46.846,-15981.941,-3563.569,-1064.975,11.4
60.999,45.990,-15985.632,-3564.426,-1065.231,11.4
57.482,45.176,-15989.148,-3565.239,-1065.474,11.4
53.704,44.275,-15992.926,-3566.140,-1065.743,11.4
50.101,43.375,-15996.531,-3567.041,-1066.012,11.4
46.584,42.518,-16000.046,-3567.897,-1066.268,11.4
42.894,41.639,-16003.738,-3568.776,-1066.531,11.4
39.289,40.804,-16007.341,-3569.611,-1066.780,11.4
35.686,39.969,-16010.946,-3570.446,-1067.030,11.4
32.171,39.222,-16014.459,-3571.193,-1067.253,11.4
28.742,38.431,-16017.889,-3571.984,-1067.490,11.4
25.228,37.640,-16021.403,-3572.775,-1067.726,11.4
21.799,36.849,-16024.833,-3573.566,-1067.962,11.4
18.284,36.146,-16028.346,-3574.270,-1068.172,11.4
15.032,35.464,-16031.599,-3574.951,-1068.376,11.4
11.604,34.717,-16035.028,-3575.698,-1068.599,11.4
8.353,33.860,-16038.278,-3576.555,-1068.855,11.4
4.837,32.916,-16041.794,-3577.500,-1069.138,11.4
1.320,31.839,-16045.311,-3578.576,-1069.460,11.4
357.718,30.894,-16048.913,-3579.521,-1069.742,11.4
354.202,30.081,-16052.429,-3580.334,-1069.985,11.4
350.511,29.356,-16056.121,-3581.059,-1070.202,11.4
346.994,28.741,-16059.636,-3581.674,-1070.385,11.4
343.391,28.236,-16063.241,-3582.180,-1070.536,11.4
340.051,27.312,-16066.580,-3583.103,-1070.812,11.4
336.711,26.521,-16069.919,-3583.894,-1071.049,11.4
333.372,25.708,-16073.259,-3584.707,-1071.292,11.4
329.944,24.852,-16076.686,-3585.563,-1071.548,11.4
326.604,24.126,-16080.026,-3586.289,-1071.764,11.5
323.089,23.335,-16083.542,-3587.080,-1072.001,11.5
319.661,22.544,-16086.969,-3587.871,-1072.237,11.5
316.232,21.841,-16090.398,-3588.574,-1072.447,11.5
312.893,21.094,-16093.738,-3589.321,-1072.671,11.5
309.378,20.281,-16097.252,-3590.134,-1072.914,11.5
305.949,19.644,-16100.681,-3590.771,-1073.104,11.5
302.435,18.919,-16104.196,-3591.496,-1073.321,11.5
299.094,18.238,-16107.538,-3592.177,-1073.524,11.5
295.666,17.557,-16110.964,-3592.858,-1073.728,11.5
292.239,16.832,-16114.392,-3593.583,-1073.945,11.5
288.899,16.084,-16117.731,-3594.331,-1074.168,11.5
285.471,15.271,-16121.161,-3595.144,-1074.411,11.5
282.044,14.415,-16124.587,-3596.000,-1074.667,11.5
278.527,13.624,-16128.104,-3596.791,-1074.903,11.5
275.187,12.854,-16131.444,-3597.561,-1075.133,11.5
271.673,12.108,-16134.958,-3598.308,-1075.356,11.5
268.333,11.382,-16138.297,-3599.033,-1075.573,11.5
264.817,10.635,-16141.814,-3599.780,-1075.796,11.5
261.390,10.020,-16145.241,-3600.395,-1075.980,11.5
257.961,9.229,-16148.669,-3601.186,-1076.217,11.5
254.621,8.526,-16152.009,-3601.889,-1076.427,11.5
251.105,7.779,-16155.526,-3602.636,-1076.650,11.5
247.766,7.032,-16158.866,-3603.383,-1076.873,11.5
244.251,6.219,-16162.380,-3604.196,-1077.116,11.5
240.734,5.428,-16165.896,-3604.987,-1077.353,11.5
237.395,4.615,-16169.236,-3605.800,-1077.596,11.5
233.879,3.714,-16172.752,-3606.701,-1077.865,11.5
230.451,2.901,-16176.179,-3607.514,-1078.108,11.5
226.936,2.132,-16179.696,-3608.283,-1078.338,11.5
223.508,1.407,-16183.123,-3609.008,-1078.554,11.5
220.081,0.638,-16186.550,-3609.777,-1078.784,11.5
216.652,359.891,-16189.979,-3610.524,-1079.007,11.5
213.225,359.122,-16193.406,-3611.293,-1079.237,11.5
209.886,358.397,-16196.746,-3612.018,-1079.454,11.5
206.458,357.671,-16200.172,-3612.744,-1079.671,11.5
203.118,357.056,-16203.512,-3613.359,-1079.854,11.5
199.603,356.353,-16207.029,-3614.062,-1080.065,11.5
196.263,355.650,-16210.369,-3614.765,-1080.275,11.5
192.834,354.859,-16213.797,-3615.556,-1080.511,11.5
189.494,354.112,-16217.137,-3616.303,-1080.734,11.5
186.154,353.387,-16220.477,-3617.028,-1080.951,11.5
182.728,352.508,-16223.904,-3617.907,-1081.214,11.6
179.388,351.651,-16227.244,-3618.764,-1081.470,11.6
176.048,350.860,-16230.583,-3619.555,-1081.706,11.6
172.531,350.135,-16234.099,-3620.280,-1081.923,11.6
169.104,349.410,-16237.527,-3621.005,-1082.140,11.6
165.676,348.553,-16240.956,-3621.862,-1082.396,11.6
162.161,347.696,-16244.470,-3622.719,-1082.652,11.6
158.821,346.993,-16247.810,-3623.422,-1082.862,11.6
155.393,346.158,-16251.239,-3624.257,-1083.111,11.6
151.966,345.345,-16254.666,-3625.070,-1083.354,11.6
148.538,344.620,-16258.092,-3625.795,-1083.571,11.6
145.109,343.851,-16261.522,-3626.564,-1083.801,11.6
141.506,343.060,-16265.125,-3627.355,-1084.037,11.6
138.255,342.356,-16268.375,-3628.059,-1084.247,11.6
134.826,341.522,-16271.805,-3628.894,-1084.497,11.6
131.399,340.840,-16275.232,-3629.575,-1084.701,11.6
128.060,340.203,-16278.572,-3630.212,-1084.891,11.6
124.720,339.654,-16281.912,-3630.761,-1085.055,11.6
121.380,339.127,-16285.250,-3631.289,-1085.213,11.6
118.040,338.709,-16288.590,-3631.706,-1085.338,11.6
114.699,338.160,-16291.932,-3632.255,-1085.502,11.6
111.448,337.435,-16295.182,-3632.980,-1085.718,11.6
108.108,336.731,-16298.522,-3633.684,-1085.928,11.6
104.768,336.072,-16301.864,-3634.343,-1086.125,11.6
101.340,335.391,-16305.291,-3635.024,-1086.329,11.6
98.088,334.644,-16308.543,-3635.771,-1086.552,11.6
94.748,333.919,-16311.882,-3636.496,-1086.769,11.6
91.408,333.172,-16315.222,-3637.243,-1086.992,11.6
88.156,332.315,-16318.475,-3638.100,-1087.248,11.6
84.642,331.546,-16321.989,-3638.869,-1087.478,11.6
81.213,330.799,-16325.418,-3639.616,-1087.701,11.6
77.786,330.052,-16328.845,-3640.363,-1087.925,11.6
74.358,329.239,-16332.272,-3641.176,-1088.168,11.6
70.843,328.426,-16335.789,-3641.989,-1088.411,11.6
67.326,327.635,-16339.305,-3642.780,-1088.647,11.6
63.635,326.778,-16342.996,-3643.637,-1088.903,11.6
60.031,325.921,-16346.600,-3644.494,-1089.159,11.6
56.340,325.108,-16350.291,-3645.307,-1089.402,11.6
52.649,324.251,-16353.982,-3646.164,-1089.658,11.6
49.133,323.372,-16357.499,-3647.043,-1089.921,11.6
45.441,322.537,-16361.190,-3647.878,-1090.170,11.6
41.838,321.702,-16364.793,-3648.713,-1090.420,11.6
38.323,320.889,-16368.308,-3649.526,-1090.663,11.7
34.895,320.120,-16371.737,-3650.295,-1090.893,11.7
31.380,319.241,-16375.251,-3651.174,-1091.155,11.7
27.863,318.406,-16378.767,-3652.009,-1091.405,11.7
24.437,317.396,-16382.195,-3653.020,-1091.707,11.7
20.833,316.451,-16385.796,-3653.964,-1091.989,11.7
17.405,315.682,-16389.224,-3654.733,-1092.219,11.7
13.802,314.957,-16392.828,-3655.458,-1092.436,11.7
10.198,314.385,-16396.431,-3656.030,-1092.607,11.7
6.595,313.880,-16400.035,-3656.535,-1092.758,11.7
3.255,312.935,-16403.375,-3657.480,-1093.040,11.7
359.915,312.100,-16406.714,-3658.315,-1093.290,11.7
356.575,311.309,-16410.054,-3659.106,-1093.526,11.7
353.235,310.474,-16413.394,-3659.941,-1093.775,11.7
349.720,309.661,-16416.910,-3660.754,-1094.018,11.7
346.292,308.892,-16420.337,-3661.523,-1094.248,11.7
342.776,308.057,-16423.853,-3662.358,-1094.498,11.7
339.260,307.332,-16427.371,-3663.083,-1094.714,11.7
336.009,306.607,-16430.621,-3663.808,-1094.931,11.7
332.493,305.838,-16434.136,-3664.577,-1095.161,11.7
329.065,305.113,-16437.564,-3665.302,-1095.378,11.7
325.550,304.388,-16441.080,-3666.027,-1095.594,11.7
322.210,303.641,-16444.419,-3666.774,-1095.818,11.7
318.693,302.872,-16447.937,-3667.543,-1096.047,11.7
315.354,302.169,-16451.277,-3668.246,-1096.258,11.7
311.840,301.355,-16454.791,-3669.059,-1096.500,11.7
308.587,300.520,-16458.042,-3669.894,-1096.750,11.7
305.071,299.642,-16461.560,-3670.773,-1097.013,11.7
301.644,298.785,-16464.986,-3671.630,-1097.269,11.7
298.215,297.950,-16468.416,-3672.465,-1097.518,11.7
294.788,297.137,-16471.843,-3673.278,-1097.761,11.7
291.271,296.368,-16475.359,-3674.047,-1097.991,11.7
287.932,295.621,-16478.699,-3674.794,-1098.214,11.7
284.505,294.830,-16482.125,-3675.585,-1098.451,11.7
280.988,294.061,-16485.642,-3676.354,-1098.681,11.7
277.562,293.291,-16489.070,-3677.124,-1098.911,11.7
274.222,292.544,-16492.408,-3677.871,-1099.134,11.7
270.794,291.754,-16495.835,-3678.661,-1099.370,11.7
267.453,291.007,-16499.177,-3679.408,-1099.593,11.7
263.938,290.194,-16502.691,-3680.221,-1099.836,11.8
260.599,289.336,-16506.031,-3681.079,-1100.093,11.8
257.170,288.458,-16509.460,-3681.957,-1100.355,11.8
253.655,287.601,-16512.974,-3682.815,-1100.611,11.8
250.052,286.700,-16516.578,-3683.715,-1100.880,11.8
246.712,286.019,-16519.917,-3684.396,-1101.084,11.8
243.195,285.293,-16523.435,-3685.122,-1101.301,11.8
239.769,284.503,-16526.861,-3685.913,-1101.537,11.8
236.429,283.777,-16530.201,-3686.638,-1101.754,11.8
233.000,283.030,-16533.630,-3687.385,-1101.977,11.8
229.573,282.283,-16537.058,-3688.132,-1102.200,11.8
226.057,281.624,-16540.574,-3688.791,-1102.397,11.8
222.630,281.075,-16544.001,-3689.340,-1102.561,11.8
219.202,280.394,-16547.427,-3690.021,-1102.765,11.8
215.773,279.691,-16550.857,-3690.724,-1102.975,11.8
212.347,278.877,-16554.285,-3691.538,-1103.218,11.8
209.007,278.131,-16557.623,-3692.285,-1103.441,11.8
205.667,277.339,-16560.962,-3693.076,-1103.678,11.8
202.150,276.504,-16564.480,-3693.911,-1103.927,11.8
198.811,275.735,-16567.820,-3694.680,-1104.157,11.8
195.472,274.944,-16571.160,-3695.471,-1104.394,11.8
191.955,274.132,-16574.675,-3696.283,-1104.636,11.8
188.615,273.319,-16578.015,-3697.096,-1104.879,11.8
185.101,272.461,-16581.529,-3697.954,-1105.136,11.8
181.672,271.714,-16584.958,-3698.701,-1105.359,11.8
178.245,270.879,-16588.384,-3699.536,-1105.608,11.8
174.818,270.066,-16591.812,-3700.349,-1105.851,11.8
171.301,269.254,-16595.330,-3701.161,-1106.094,11.8
167.785,268.484,-16598.845,-3701.931,-1106.324,11.8
164.357,267.737,-16602.273,-3702.678,-1106.547,11.8
160.842,266.968,-16605.789,-3703.447,-1106.777,11.8
157.502,266.199,-16609.128,-3704.216,-1107.007,11.8
154.074,265.496,-16612.554,-3704.919,-1107.217,11.8
150.822,264.881,-16615.808,-3705.534,-1107.401,11.8
147.482,264.266,-16619.148,-3706.150,-1107.585,11.8
144.057,263.695,-16622.574,-3706.720,-1107.756,11.8
140.627,263.189,-16626.003,-3707.226,-1107.907,11.8
137.465,262.464,-16629.166,-3707.951,-1108.123,11.8
134.035,261.739,-16632.595,-3708.676,-1108.340,11.8
130.695,260.948,-16635.935,-3709.467,-1108.576,11.8
127.268,260.179,-16639.363,-3710.236,-1108.806,11.8
124.016,259.432,-16642.615,-3710.983,-1109.030,11.8
120.588,258.685,-16646.041,-3711.730,-1109.253,11.9
117.424,257.916,-16649.207,-3712.499,-1109.483,11.9
113.996,257.191,-16652.632,-3713.225,-1109.699,11.9
110.656,256.290,-16655.972,-3714.125,-1109.969,11.9
107.318,255.564,-16659.312,-3714.851,-1110.185,11.9
103.889,254.839,-16662.742,-3715.576,-1110.402,11.9
100.639,254.158,-16665.992,-3716.257,-1110.605,11.9
97.209,253.411,-16669.421,-3717.004,-1110.829,11.9
93.869,252.620,-16672.761,-3717.795,-1111.065,11.9
90.443,251.807,-16676.187,-3718.608,-1111.308,11.9
87.189,251.126,-16679.439,-3719.289,-1111.512,11.9
83.674,250.291,-16682.957,-3720.124,-1111.761,11.9
80.334,249.544,-16686.296,-3720.871,-1111.984,11.9
76.820,248.775,-16689.810,-3721.640,-1112.214,11.9
73.217,247.940,-16693.414,-3722.475,-1112.464,11.9
69.699,247.083,-16696.931,-3723.332,-1112.720,11.9
66.096,246.226,-16700.535,-3724.189,-1112.976,11.9
62.492,245.413,-16704.138,-3725.002,-1113.219,11.9
58.979,244.534,-16707.652,-3725.881,-1113.482,11.9
55.461,243.590,-16711.169,-3726.825,-1113.764,11.9
51.684,242.513,-16714.947,-3727.902,-1114.086,11.9
48.080,241.524,-16718.550,-3728.891,-1114.381,11.9
44.389,240.513,-16722.242,-3729.902,-1114.683,11.9
40.785,239.678,-16725.845,-3730.737,-1114.933,11.9
37.180,238.975,-16729.449,-3731.440,-1115.143,11.9
33.490,238.426,-16733.140,-3731.989,-1115.307,11.9
29.885,237.854,-16736.744,-3732.561,-1115.478,11.9
26.459,237.020,-16740.171,-3733.395,-1115.727,11.9
23.117,235.965,-16743.513,-3734.450,-1116.043,11.9
19.604,235.328,-16747.027,-3735.087,-1116.233,11.9
16.264,234.603,-16750.367,-3735.812,-1116.450,11.9
12.746,233.790,-16753.884,-3736.625,-1116.693,11.9
9.230,232.999,-16757.400,-3737.416,-1116.929,11.9
5.891,232.229,-16760.740,-3738.186,-1117.159,11.9
2.377,231.460,-16764.253,-3738.955,-1117.389,11.9
359.037,230.780,-16767.593,-3739.636,-1117.592,11.9
355.607,230.032,-16771.023,-3740.383,-1117.816,11.9
352.094,229.329,-16774.537,-3741.086,-1118.026,11.9
348.664,228.626,-16777.966,-3741.789,-1118.236,11.9
345.236,227.923,-16781.392,-3742.492,-1118.446,11.9
341.721,227.176,-16784.910,-3743.239,-1118.669,12.0
338.381,226.451,-16788.250,-3743.964,-1118.886,12.0
334.953,225.704,-16791.675,-3744.712,-1119.109,12.0
331.527,224.891,-16795.103,-3745.524,-1119.352,12.0
328.098,224.056,-16798.533,-3746.359,-1119.602,12.0
324.584,223.177,-16802.046,-3747.238,-1119.864,12.0
321.244,222.320,-16805.386,-3748.095,-1120.120,12.0
317.814,221.485,-16808.816,-3748.930,-1120.370,12.0
314.301,220.672,-16812.330,-3749.743,-1120.613,12.0
310.783,219.837,-16815.845,-3750.578,-1120.862,12.0
307.445,219.112,-16819.185,-3751.303,-1121.079,12.0
303.928,218.365,-16822.703,-3752.050,-1121.302,12.0
300.500,217.618,-16826.128,-3752.797,-1121.526,12.0
297.072,216.937,-16829.558,-3753.478,-1121.729,12.0
293.732,216.190,-16832.898,-3754.225,-1121.952,12.0
290.305,215.377,-16836.326,-3755.038,-1122.195,12.0
286.965,214.585,-16839.664,-3755.830,-1122.432,12.0
283.539,213.707,-16843.091,-3756.708,-1122.694,12.0
280.109,212.784,-16846.521,-3757.632,-1122.970,12.0
276.682,211.905,-16849.947,-3758.510,-1123.233,12.0
273.166,211.136,-16853.464,-3759.280,-1123.463,12.0
269.738,210.367,-16856.890,-3760.048,-1123.693,12.0
266.398,209.598,-16860.230,-3760.817,-1123.922,12.0
262.883,208.785,-16863.748,-3761.630,-1124.165,12.0
259.543,208.016,-16867.087,-3762.399,-1124.395,12.0
256.117,207.291,-16870.513,-3763.125,-1124.612,12.0
252.688,206.500,-16873.943,-3763.916,-1124.848,12.0
249.260,205.818,-16877.371,-3764.597,-1125.052,12.0
245.744,205.269,-16880.886,-3765.146,-1125.216,12.0
242.143,204.588,-16884.488,-3765.827,-1125.420,12.0
238.801,204.017,-16887.830,-3766.399,-1125.590,12.0
235.373,203.314,-16891.257,-3767.102,-1125.801,12.0
231.859,202.545,-16894.771,-3767.870,-1126.030,12.0
228.518,201.886,-16898.113,-3768.530,-1126.227,12.0
225.004,201.073,-16901.626,-3769.343,-1126.470,12.0
221.574,200.369,-16905.056,-3770.046,-1126.681,12.0
218.146,199.644,-16908.484,-3770.771,-1126.897,12.0
214.895,198.853,-16911.736,-3771.562,-1127.134,12.0
211.381,198.040,-16915.250,-3772.375,-1127.376,12.0
208.041,197.227,-16918.589,-3773.188,-1127.619,12.0
204.523,196.524,-16922.105,-3773.891,-1127.830,12.0
201.098,195.689,-16925.533,-3774.726,-1128.079,12.1
197.668,194.876,-16928.962,-3775.539,-1128.322,12.1
194.240,194.151,-16932.388,-3776.264,-1128.539,12.1
190.637,193.316,-16935.992,-3777.099,-1128.788,12.1
187.211,192.613,-16939.419,-3777.802,-1128.998,12.1
183.693,191.910,-16942.937,-3778.505,-1129.208,12.1
180.354,191.141,-16946.275,-3779.274,-1129.438,12.1
176.928,190.416,-16949.703,-3780.000,-1129.655,12.1
173.588,189.823,-16953.042,-3780.593,-1129.832,12.1
170.158,189.163,-16956.472,-3781.252,-1130.029,12.1
166.818,188.482,-16959.812,-3781.933,-1130.233,12.1
163.393,187.845,-16963.238,-3782.570,-1130.423,12.1
160.139,187.098,-16966.490,-3783.317,-1130.647,12.1
156.801,186.395,-16969.830,-3784.020,-1130.857,12.1
153.371,185.647,-16973.259,-3784.768,-1131.080,12.1
150.031,184.878,-16976.599,-3785.537,-1131.310,12.1
146.691,184.176,-16979.939,-3786.239,-1131.520,12.1
143.264,183.450,-16983.365,-3786.965,-1131.737,12.1
140.012,182.659,-16986.619,-3787.756,-1131.973,12.1
136.672,181.912,-16989.957,-3788.503,-1132.196,12.1
133.246,180.946,-16993.384,-3789.469,-1132.485,12.1
129.906,180.176,-16996.724,-3790.239,-1132.715,12.1
126.477,179.407,-17000.154,-3791.008,-1132.945,12.1
123.225,178.704,-17003.406,-3791.711,-1133.155,12.1
119.797,178.023,-17006.832,-3792.392,-1133.359,12.1
116.545,177.254,-17010.085,-3793.161,-1133.588,12.1
113.031,176.419,-17013.599,-3793.996,-1133.838,12.1
109.779,175.672,-17016.851,-3794.743,-1134.061,12.1
106.350,174.903,-17020.281,-3795.512,-1134.291,12.1
103.010,174.200,-17023.621,-3796.215,-1134.501,12.1
99.670,173.497,-17026.960,-3796.918,-1134.711,12.1
96.242,172.793,-17030.386,-3797.622,-1134.921,12.1
92.816,172.046,-17033.814,-3798.369,-1135.145,12.1
89.387,171.321,-17037.244,-3799.094,-1135.361,12.1
86.047,170.662,-17040.583,-3799.753,-1135.558,12.1
82.621,170.047,-17044.009,-3800.368,-1135.742,12.1
79.367,169.256,-17047.261,-3801.159,-1135.979,12.1
75.852,168.267,-17050.779,-3802.148,-1136.274,12.1
72.338,167.234,-17054.292,-3803.181,-1136.583,12.1
68.734,166.246,-17057.896,-3804.169,-1136.878,12.1
65.217,165.411,-17061.414,-3805.004,-1137.128,12.1
61.525,164.620,-17065.103,-3805.796,-1137.364,12.2
57.748,163.983,-17068.882,-3806.432,-1137.555,12.2
54.055,163.389,-17072.576,-3807.026,-1137.732,12.2
50.275,162.730,-17076.353,-3807.685,-1137.929,12.2
46.936,161.697,-17079.693,-3808.718,-1138.238,12.2
43.332,160.730,-17083.298,-3809.685,-1138.526,12.2
39.816,160.115,-17086.814,-3810.300,-1138.710,12.2
36.215,159.259,-17090.416,-3811.156,-1138.966,12.2
32.611,158.489,-17094.019,-3811.926,-1139.196,12.2
29.094,157.677,-17097.537,-3812.739,-1139.439,12.2
25.578,156.907,-17101.052,-3813.508,-1139.669,12.2
22.150,156.182,-17104.480,-3814.233,-1139.886,12.2
18.635,155.435,-17107.996,-3814.980,-1140.109,12.2
15.295,154.732,-17111.335,-3815.683,-1140.319,12.2
11.781,154.007,-17114.849,-3816.408,-1140.536,12.2
8.352,153.260,-17118.279,-3817.155,-1140.759,12.2
4.924,152.513,-17121.705,-3817.902,-1140.982,12.2
1.408,151.722,-17125.222,-3818.693,-1141.219,12.2
358.068,150.931,-17128.562,-3819.484,-1141.455,12.2
354.555,150.118,-17132.076,-3820.297,-1141.698,12.2
351.125,149.261,-17135.505,-3821.154,-1141.954,12.2
347.697,148.448,-17138.931,-3821.967,-1142.197,12.2
344.271,147.525,-17142.359,-3822.890,-1142.473,12.2
340.754,146.624,-17145.875,-3823.791,-1142.742,12.2
337.328,145.767,-17149.302,-3824.648,-1142.998,12.2
333.898,144.932,-17152.732,-3825.483,-1143.248,12.2
330.385,144.075,-17156.246,-3826.340,-1143.504,12.2
327.045,143.284,-17159.585,-3827.131,-1143.740,12.2
323.527,142.493,-17163.101,-3827.922,-1143.977,12.2
320.102,141.746,-17166.529,-3828.669,-1144.200,12.2
316.762,140.977,-17169.869,-3829.438,-1144.430,12.2
313.332,140.208,-17173.298,-3830.207,-1144.660,12.2
309.906,139.351,-17176.724,-3831.064,-1144.916,12.2
306.566,138.582,-17180.064,-3831.833,-1145.145,12.2
303.137,137.725,-17183.494,-3832.690,-1145.402,12.2
299.797,136.868,-17186.833,-3833.547,-1145.658,12.2
296.283,136.011,-17190.347,-3834.404,-1145.914,12.2
292.854,135.264,-17193.777,-3835.151,-1146.137,12.2
289.426,134.495,-17197.203,-3835.920,-1146.367,12.2
286.086,133.770,-17200.542,-3836.645,-1146.583,12.2
282.660,133.001,-17203.970,-3837.414,-1146.813,12.3
279.318,132.232,-17207.312,-3838.183,-1147.043,12.3
275.891,131.485,-17210.740,-3838.930,-1147.266,12.3
272.465,130.782,-17214.166,-3839.633,-1147.477,12.3
269.035,130.123,-17217.595,-3840.292,-1147.674,12.3
265.607,129.486,-17221.021,-3840.930,-1147.864,12.3
262.004,128.760,-17224.626,-3841.655,-1148.081,12.3
258.752,128.057,-17227.878,-3842.358,-1148.291,12.3
255.238,127.310,-17231.392,-3843.105,-1148.514,12.3
251.721,126.651,-17234.910,-3843.764,-1148.711,12.3
248.295,125.992,-17238.335,-3844.423,-1148.908,12.3
244.865,125.289,-17241.765,-3845.126,-1149.118,12.3
241.262,124.674,-17245.369,-3845.741,-1149.302,12.3
237.834,123.992,-17248.796,-3846.423,-1149.506,12.3
234.408,123.223,-17252.222,-3847.192,-1149.736,12.3
230.891,122.432,-17255.740,-3847.983,-1149.972,12.3
227.551,121.751,-17259.080,-3848.664,-1150.176,12.3
224.035,121.004,-17262.595,-3849.411,-1150.399,12.3
220.607,120.191,-17266.023,-3850.224,-1150.642,12.3
217.182,119.422,-17269.449,-3850.993,-1150.872,12.3
213.752,118.697,-17272.878,-3851.718,-1151.088,12.3
210.150,117.884,-17276.480,-3852.531,-1151.331,12.3
206.721,117.159,-17279.910,-3853.256,-1151.548,12.3
203.207,116.368,-17283.423,-3854.048,-1151.784,12.3
199.865,115.599,-17286.765,-3854.816,-1152.014,12.3
196.525,114.939,-17290.105,-3855.476,-1152.211,12.3
193.098,114.171,-17293.531,-3856.245,-1152.441,12.3
189.758,113.379,-17296.871,-3857.036,-1152.677,12.3
186.420,112.764,-17300.210,-3857.651,-1152.861,12.3
182.990,111.973,-17303.640,-3858.442,-1153.098,12.3
179.650,111.226,-17306.980,-3859.189,-1153.321,12.3
176.223,110.435,-17310.406,-3859.980,-1153.557,12.3
