Motor_Raw,MT6_Raw,Motor_Accum,MT6_Accum,Output_Accum,Progress_Perc
141.688,69.567,-56224.941,-12540.848,-3747.840,40.0
138.438,68.908,-56228.195,-12541.507,-3748.037,40.0
135.098,68.117,-56231.535,-12542.298,-3748.273,40.0
131.844,67.348,-56234.785,-12543.068,-3748.503,40.0
128.504,66.535,-56238.125,-12543.880,-3748.746,40.1
125.164,65.811,-56241.464,-12544.606,-3748.963,40.1
121.738,65.041,-56244.894,-12545.375,-3749.192,40.1
118.398,64.294,-56248.234,-12546.122,-3749.416,40.1
115.059,63.547,-56251.570,-12546.869,-3749.639,40.1
111.633,62.865,-56255.000,-12547.550,-3749.843,40.1
108.293,62.141,-56258.339,-12548.275,-3750.059,40.1
104.859,61.437,-56261.769,-12548.978,-3750.269,40.1
101.520,60.734,-56265.109,-12549.681,-3750.479,40.1
98.094,60.075,-56268.535,-12550.340,-3750.677,40.1
94.754,59.416,-56271.875,-12551.000,-3750.873,40.1
91.328,58.669,-56275.304,-12551.747,-3751.097,40.1
88.074,57.966,-56278.554,-12552.450,-3751.307,40.1
84.559,57.153,-56282.070,-12553.262,-3751.550,40.1
81.133,56.318,-56285.496,-12554.097,-3751.799,40.1
77.703,55.549,-56288.929,-12554.867,-3752.029,40.1
74.277,54.670,-56292.355,-12555.746,-3752.292,40.1
70.672,53.726,-56295.957,-12556.691,-3752.574,40.1
67.066,52.868,-56299.562,-12557.547,-3752.830,40.1
63.555,51.923,-56303.078,-12558.493,-3753.113,40.1
59.859,51.022,-56306.769,-12559.393,-3753.382,40.1
56.258,50.187,-56310.371,-12560.228,-3753.631,40.1
52.477,49.286,-56314.152,-12561.129,-3753.901,40.1
48.965,48.540,-56317.667,-12561.875,-3754.124,40.1
45.363,47.639,-56321.269,-12562.777,-3754.393,40.1
41.668,46.781,-56324.960,-12563.634,-3754.649,40.1
38.242,45.990,-56328.386,-12564.425,-3754.886,40.1
34.637,45.134,-56331.992,-12565.282,-3755.142,40.1
31.121,44.320,-56335.507,-12566.095,-3755.385,40.1
27.695,43.485,-56338.937,-12566.930,-3755.634,40.1
24.270,42.650,-56342.363,-12567.765,-3755.884,40.1
20.750,41.815,-56345.878,-12568.600,-3756.133,40.1
17.410,41.003,-56349.218,-12569.413,-3756.376,40.1
13.984,40.146,-56352.648,-12570.269,-3756.632,40.1
10.469,39.333,-56356.164,-12571.083,-3756.875,40.1
7.129,38.586,-56359.500,-12571.830,-3757.098,40.1
3.703,37.817,-56362.929,-12572.598,-3757.328,40.1
0.270,37.069,-56366.359,-12573.346,-3757.552,40.1
356.930,36.323,-56369.699,-12574.092,-3757.775,40.1
353.328,35.531,-56373.300,-12574.884,-3758.011,40.1
349.988,34.763,-56376.640,-12575.653,-3758.241,40.2
346.477,33.928,-56380.156,-12576.488,-3758.490,40.2
343.043,33.181,-56383.585,-12577.235,-3758.714,40.2
339.531,32.368,-56387.101,-12578.048,-3758.957,40.2
336.191,31.576,-56390.441,-12578.839,-3759.193,40.2
332.590,30.764,-56394.042,-12579.652,-3759.436,40.2
329.160,29.995,-56397.468,-12580.420,-3759.666,40.2
325.730,29.226,-56400.898,-12581.190,-3759.896,40.2
322.305,28.566,-56404.328,-12581.849,-3760.093,40.2
318.875,27.842,-56407.753,-12582.574,-3760.309,40.2
315.449,27.160,-56411.179,-12583.255,-3760.513,40.2
311.930,26.413,-56414.699,-12584.002,-3760.736,40.2
308.590,25.622,-56418.039,-12584.793,-3760.973,40.2
305.078,24.940,-56421.554,-12585.475,-3761.177,40.2
301.648,24.216,-56424.980,-12586.200,-3761.393,40.2
298.047,23.490,-56428.582,-12586.925,-3761.610,40.2
294.617,22.787,-56432.011,-12587.628,-3761.820,40.2
291.102,21.952,-56435.527,-12588.463,-3762.070,40.2
287.762,21.206,-56438.867,-12589.209,-3762.292,40.2
284.336,20.437,-56442.292,-12589.979,-3762.522,40.2
280.996,19.646,-56445.632,-12590.770,-3762.759,40.2
277.570,18.789,-56449.062,-12591.626,-3763.015,40.2
274.230,17.976,-56452.402,-12592.440,-3763.258,40.2
270.711,17.185,-56455.917,-12593.231,-3763.494,40.2
267.371,16.394,-56459.257,-12594.022,-3763.731,40.2
263.945,15.625,-56462.687,-12594.791,-3763.960,40.2
260.430,14.855,-56466.199,-12595.560,-3764.190,40.2
257.090,14.087,-56469.539,-12596.329,-3764.420,40.2
253.574,13.296,-56473.058,-12597.120,-3764.656,40.2
250.145,12.570,-56476.484,-12597.845,-3764.873,40.2
246.805,11.889,-56479.824,-12598.527,-3765.077,40.2
243.289,11.164,-56483.339,-12599.251,-3765.293,40.2
239.777,10.395,-56486.855,-12600.021,-3765.523,40.2
236.434,9.648,-56490.199,-12600.767,-3765.747,40.2
232.918,8.857,-56493.710,-12601.558,-3765.983,40.2
229.578,8.109,-56497.050,-12602.306,-3766.206,40.2
226.152,7.319,-56500.480,-12603.096,-3766.443,40.2
222.727,6.550,-56503.906,-12603.866,-3766.673,40.2
219.207,5.736,-56507.425,-12604.679,-3766.916,40.2
215.867,4.990,-56510.761,-12605.425,-3767.139,40.2
212.266,4.221,-56514.367,-12606.195,-3767.369,40.2
208.926,3.430,-56517.707,-12606.986,-3767.605,40.3
205.500,2.661,-56521.132,-12607.754,-3767.835,40.3
201.980,2.002,-56524.648,-12608.414,-3768.032,40.3
198.730,1.276,-56527.898,-12609.139,-3768.249,40.3
195.480,0.661,-56531.152,-12609.754,-3768.432,40.3
192.227,0.002,-56534.402,-12610.414,-3768.629,40.3
188.977,359.189,-56537.656,-12611.226,-3768.872,40.3
185.457,358.354,-56541.175,-12612.061,-3769.122,40.3
181.766,357.233,-56544.863,-12613.182,-3769.457,40.3
178.160,356.332,-56548.468,-12614.083,-3769.726,40.3
174.648,355.651,-56551.984,-12614.764,-3769.929,40.3
171.219,355.059,-56555.410,-12615.357,-3770.107,40.3
167.879,354.486,-56558.750,-12615.929,-3770.278,40.3
164.453,353.871,-56562.175,-12616.544,-3770.461,40.3
161.027,353.168,-56565.605,-12617.248,-3770.672,40.3
157.773,352.466,-56568.855,-12617.950,-3770.882,40.3
154.434,351.696,-56572.195,-12618.719,-3771.112,40.3
151.094,350.906,-56575.535,-12619.510,-3771.348,40.3
147.754,350.180,-56578.875,-12620.236,-3771.565,40.3
144.324,349.434,-56582.304,-12620.982,-3771.788,40.3
140.898,348.643,-56585.734,-12621.773,-3772.024,40.3
137.645,347.939,-56588.984,-12622.476,-3772.234,40.3
134.129,347.170,-56592.500,-12623.246,-3772.464,40.3
130.789,346.423,-56595.839,-12623.993,-3772.687,40.3
127.363,345.786,-56599.265,-12624.629,-3772.878,40.3
124.023,345.104,-56602.605,-12625.311,-3773.082,40.3
120.598,344.445,-56606.035,-12625.970,-3773.278,40.3
117.254,343.809,-56609.378,-12626.607,-3773.469,40.3
113.828,343.127,-56612.804,-12627.289,-3773.672,40.3
110.574,342.468,-56616.054,-12627.948,-3773.869,40.3
107.234,341.786,-56619.394,-12628.629,-3774.073,40.3
103.809,341.083,-56622.824,-12629.333,-3774.283,40.3
100.469,340.358,-56626.164,-12630.057,-3774.500,40.3
97.215,339.655,-56629.414,-12630.760,-3774.710,40.3
93.699,338.930,-56632.929,-12631.486,-3774.927,40.3
90.449,338.205,-56636.183,-12632.210,-3775.143,40.3
87.109,337.370,-56639.523,-12633.045,-3775.393,40.3
83.594,336.558,-56643.035,-12633.858,-3775.636,40.3
80.164,335.767,-56646.468,-12634.650,-3775.872,40.3
76.824,334.975,-56649.804,-12635.441,-3776.109,40.3
73.223,334.140,-56653.410,-12636.276,-3776.358,40.3
69.707,333.371,-56656.921,-12637.044,-3776.588,40.3
66.191,332.514,-56660.441,-12637.902,-3776.844,40.4
62.500,331.657,-56664.128,-12638.758,-3777.100,40.4
58.980,330.866,-56667.648,-12639.549,-3777.337,40.4
55.293,329.987,-56671.335,-12640.428,-3777.599,40.4
51.687,329.131,-56674.941,-12641.285,-3777.855,40.4
48.086,328.229,-56678.546,-12642.186,-3778.125,40.4
44.484,327.417,-56682.148,-12642.999,-3778.367,40.4
40.879,326.560,-56685.753,-12643.856,-3778.624,40.4
37.449,325.702,-56689.179,-12644.713,-3778.880,40.4
33.937,324.867,-56692.695,-12645.548,-3779.129,40.4
30.332,324.011,-56696.300,-12646.405,-3779.385,40.4
26.992,323.241,-56699.640,-12647.174,-3779.615,40.4
23.391,322.451,-56703.242,-12647.964,-3779.851,40.4
19.961,321.682,-56706.667,-12648.734,-3780.081,40.4
16.531,320.869,-56710.097,-12649.547,-3780.324,40.4
13.105,320.122,-56713.527,-12650.293,-3780.547,40.4
9.590,319.309,-56717.039,-12651.107,-3780.791,40.4
6.164,318.540,-56720.468,-12651.875,-3781.020,40.4
2.645,317.748,-56723.984,-12652.667,-3781.257,40.4
359.219,316.936,-56727.414,-12653.480,-3781.500,40.4
355.789,316.188,-56730.839,-12654.227,-3781.723,40.4
352.277,315.376,-56734.355,-12655.040,-3781.966,40.4
348.848,314.606,-56737.781,-12655.809,-3782.196,40.4
345.332,313.882,-56741.300,-12656.534,-3782.412,40.4
341.902,313.112,-56744.726,-12657.303,-3782.642,40.4
338.477,312.388,-56748.152,-12658.028,-3782.859,40.4
335.051,311.640,-56751.582,-12658.776,-3783.083,40.4
331.531,310.827,-56755.097,-12659.588,-3783.325,40.4
328.191,310.080,-56758.437,-12660.335,-3783.549,40.4
324.676,309.333,-56761.953,-12661.083,-3783.772,40.4
321.074,308.564,-56765.554,-12661.851,-3784.001,40.4
317.645,307.773,-56768.984,-12662.642,-3784.238,40.4
314.219,306.916,-56772.414,-12663.500,-3784.494,40.4
310.617,306.037,-56776.015,-12664.378,-3784.757,40.4
307.363,305.269,-56779.265,-12665.147,-3784.986,40.4
303.937,304.478,-56782.695,-12665.939,-3785.223,40.4
300.598,303.686,-56786.035,-12666.730,-3785.459,40.4
297.164,302.785,-56789.464,-12667.630,-3785.729,40.4
293.824,301.929,-56792.804,-12668.487,-3785.985,40.4
290.398,301.138,-56796.230,-12669.278,-3786.221,40.5
287.059,300.390,-56799.570,-12670.026,-3786.445,40.5
283.543,299.600,-56803.085,-12670.816,-3786.681,40.5
280.203,298.830,-56806.425,-12671.585,-3786.911,40.5
276.777,298.061,-56809.851,-12672.355,-3787.141,40.5
273.348,297.336,-56813.285,-12673.080,-3787.357,40.5
269.922,296.545,-56816.710,-12673.871,-3787.593,40.5
266.582,295.798,-56820.050,-12674.618,-3787.817,40.5
262.977,295.029,-56823.652,-12675.386,-3788.046,40.5
259.641,294.237,-56826.992,-12676.178,-3788.283,40.5
256.211,293.470,-56830.417,-12676.947,-3788.513,40.5
252.781,292.678,-56833.847,-12677.738,-3788.749,40.5
249.355,291.843,-56837.277,-12678.573,-3788.999,40.5
245.926,291.074,-56840.703,-12679.342,-3789.229,40.5
242.414,290.261,-56844.218,-12680.155,-3789.471,40.5
238.984,289.492,-56847.644,-12680.923,-3789.701,40.5
235.469,288.723,-56851.164,-12681.693,-3789.931,40.5
232.039,287.910,-56854.589,-12682.505,-3790.174,40.5
228.527,287.118,-56858.105,-12683.297,-3790.411,40.5
225.188,286.548,-56861.445,-12683.868,-3790.581,40.5
221.668,285.800,-56864.960,-12684.616,-3790.805,40.5
218.508,285.295,-56868.125,-12685.121,-3790.956,40.5
215.254,284.680,-56871.375,-12685.736,-3791.139,40.5
212.000,283.955,-56874.628,-12686.461,-3791.356,40.5
208.488,283.076,-56878.144,-12687.339,-3791.619,40.5
204.793,282.065,-56881.835,-12688.350,-3791.921,40.5
201.016,280.967,-56885.617,-12689.449,-3792.249,40.5
197.676,280.373,-56888.957,-12690.042,-3792.427,40.5
194.074,279.736,-56892.558,-12690.679,-3792.617,40.5
190.734,279.099,-56895.898,-12691.317,-3792.807,40.5
187.305,278.527,-56899.324,-12691.888,-3792.978,40.5
183.961,277.846,-56902.667,-12692.570,-3793.182,40.5
180.535,277.078,-56906.093,-12693.338,-3793.411,40.5
177.375,276.330,-56909.257,-12694.085,-3793.635,40.5
173.941,275.518,-56912.687,-12694.899,-3793.878,40.5
170.516,274.792,-56916.113,-12695.624,-3794.094,40.5
167.090,274.023,-56919.542,-12696.393,-3794.324,40.5
163.750,273.254,-56922.882,-12697.162,-3794.554,40.5
160.324,272.485,-56926.308,-12697.930,-3794.784,40.5
156.984,271.804,-56929.648,-12698.612,-3794.987,40.5
153.465,271.035,-56933.164,-12699.380,-3795.217,40.5
150.215,270.354,-56936.414,-12700.062,-3795.421,40.5
146.699,269.673,-56939.933,-12700.743,-3795.624,40.6
143.270,268.991,-56943.359,-12701.424,-3795.828,40.6
139.930,268.311,-56946.699,-12702.105,-3796.031,40.6
136.590,267.629,-56950.039,-12702.787,-3796.235,40.6
133.164,266.926,-56953.464,-12703.490,-3796.445,40.6
129.910,266.201,-56956.718,-12704.214,-3796.662,40.6
126.484,265.432,-56960.144,-12704.984,-3796.892,40.6
123.145,264.751,-56963.484,-12705.666,-3797.095,40.6
119.805,264.048,-56966.824,-12706.368,-3797.305,40.6
116.375,263.345,-56970.253,-12707.071,-3797.515,40.6
113.035,262.531,-56973.593,-12707.884,-3797.759,40.6
109.609,261.806,-56977.023,-12708.610,-3797.975,40.6
106.270,261.037,-56980.363,-12709.378,-3798.205,40.6
102.930,260.269,-56983.703,-12710.147,-3798.435,40.6
99.590,259.499,-56987.042,-12710.916,-3798.665,40.6
96.250,258.752,-56990.382,-12711.664,-3798.888,40.6
92.820,257.982,-56993.808,-12712.433,-3799.118,40.6
89.484,257.191,-56997.148,-12713.224,-3799.354,40.6
86.145,256.467,-57000.488,-12713.949,-3799.571,40.6
82.715,255.676,-57003.914,-12714.740,-3799.807,40.6
79.285,254.929,-57007.343,-12715.487,-3800.031,40.6
75.684,254.116,-57010.949,-12716.299,-3800.273,40.6
72.258,253.281,-57014.375,-12717.134,-3800.523,40.6
68.738,252.446,-57017.894,-12717.969,-3800.772,40.6
65.223,251.655,-57021.406,-12718.760,-3801.009,40.6
61.535,250.776,-57025.097,-12719.639,-3801.271,40.6
57.930,249.875,-57028.703,-12720.541,-3801.541,40.6
54.414,248.996,-57032.214,-12721.419,-3801.803,40.6
50.723,248.073,-57035.910,-12722.342,-3802.079,40.6
47.293,247.238,-57039.335,-12723.177,-3802.329,40.6
43.512,246.403,-57043.117,-12724.012,-3802.578,40.6
39.910,245.547,-57046.718,-12724.869,-3802.834,40.6
36.305,244.755,-57050.324,-12725.661,-3803.071,40.6
32.793,243.942,-57053.839,-12726.473,-3803.314,40.6
29.277,243.129,-57057.351,-12727.287,-3803.557,40.6
25.852,242.383,-57060.781,-12728.033,-3803.780,40.6
22.246,241.548,-57064.386,-12728.868,-3804.029,40.6
18.816,240.757,-57067.812,-12729.660,-3804.266,40.6
15.391,239.987,-57071.242,-12730.428,-3804.496,40.6
11.875,239.196,-57074.753,-12731.219,-3804.732,40.6
8.535,238.493,-57078.093,-12731.922,-3804.942,40.7
5.020,237.769,-57081.613,-12732.648,-3805.159,40.7
1.590,237.109,-57085.039,-12733.307,-3805.356,40.7
358.078,236.428,-57088.554,-12733.988,-3805.560,40.7
354.648,235.725,-57091.980,-12734.691,-3805.770,40.7
351.133,235.021,-57095.500,-12735.394,-3805.980,40.7
347.703,234.340,-57098.925,-12736.076,-3806.184,40.7
344.191,233.571,-57102.441,-12736.844,-3806.413,40.7
340.586,232.780,-57106.046,-12737.635,-3806.650,40.7
337.246,231.924,-57109.386,-12738.492,-3806.906,40.7
333.641,231.089,-57112.988,-12739.327,-3807.155,40.7
330.305,230.275,-57116.328,-12740.140,-3807.398,40.7
326.965,229.484,-57119.667,-12740.931,-3807.635,40.7
323.535,228.715,-57123.093,-12741.701,-3807.864,40.7
320.105,227.793,-57126.523,-12742.623,-3808.140,40.7
316.945,226.869,-57129.687,-12743.546,-3808.416,40.7
313.426,226.057,-57133.203,-12744.359,-3808.659,40.7
310.000,225.200,-57136.632,-12745.216,-3808.915,40.7
306.570,224.408,-57140.058,-12746.007,-3809.152,40.7
303.230,223.618,-57143.398,-12746.797,-3809.388,40.7
299.719,222.782,-57146.914,-12747.633,-3809.637,40.7
296.285,222.102,-57150.343,-12748.314,-3809.841,40.7
292.773,221.354,-57153.859,-12749.061,-3810.064,40.7
289.520,220.607,-57157.109,-12749.808,-3810.287,40.7
286.094,219.816,-57160.539,-12750.599,-3810.524,40.7
282.664,219.004,-57163.964,-12751.412,-3810.767,40.7
279.238,218.234,-57167.390,-12752.181,-3810.997,40.7
275.898,217.465,-57170.730,-12752.951,-3811.227,40.7
272.383,216.630,-57174.250,-12753.786,-3811.476,40.7
269.043,215.817,-57177.589,-12754.598,-3811.719,40.7
265.527,215.049,-57181.105,-12755.367,-3811.949,40.7
262.102,214.214,-57184.531,-12756.202,-3812.198,40.7
258.582,213.423,-57188.050,-12756.993,-3812.435,40.7
255.242,212.653,-57191.386,-12757.762,-3812.665,40.7
251.727,211.863,-57194.902,-12758.553,-3812.901,40.7
248.301,211.270,-57198.332,-12759.146,-3813.078,40.7
244.785,210.544,-57201.843,-12759.872,-3813.295,40.7
241.535,210.061,-57205.097,-12760.355,-3813.439,40.7
238.281,209.621,-57208.347,-12760.794,-3813.571,40.7
235.027,208.830,-57211.601,-12761.585,-3813.807,40.7
231.516,207.930,-57215.117,-12762.486,-3814.076,40.7
227.820,206.830,-57218.808,-12763.585,-3814.405,40.8
224.043,205.645,-57222.589,-12764.771,-3814.759,40.8
220.527,205.007,-57226.105,-12765.409,-3814.950,40.8
217.012,204.502,-57229.617,-12765.915,-3815.101,40.8
213.586,203.931,-57233.046,-12766.485,-3815.271,40.8
210.066,203.293,-57236.562,-12767.123,-3815.462,40.8
206.727,202.699,-57239.902,-12767.716,-3815.639,40.8
203.387,201.908,-57243.242,-12768.507,-3815.876,40.8
200.137,201.162,-57246.496,-12769.253,-3816.099,40.8
196.797,200.371,-57249.835,-12770.045,-3816.335,40.8
193.367,199.624,-57253.261,-12770.791,-3816.558,40.8
189.855,198.854,-57256.777,-12771.561,-3816.788,40.8
186.602,198.107,-57260.027,-12772.308,-3817.012,40.8
183.082,197.316,-57263.546,-12773.099,-3817.248,40.8
179.656,196.613,-57266.972,-12773.802,-3817.458,40.8
176.230,195.866,-57270.402,-12774.549,-3817.681,40.8
172.801,195.186,-57273.828,-12775.230,-3817.885,40.8
169.375,194.504,-57277.253,-12775.912,-3818.089,40.8
166.035,193.845,-57280.593,-12776.571,-3818.285,40.8
162.516,193.142,-57284.113,-12777.274,-3818.496,40.8
159.266,192.438,-57287.367,-12777.977,-3818.706,40.8
155.840,191.735,-57290.792,-12778.680,-3818.916,40.8
152.500,191.011,-57294.132,-12779.405,-3819.132,40.8
149.070,190.220,-57297.558,-12780.196,-3819.369,40.8
145.730,189.538,-57300.898,-12780.877,-3819.572,40.8
142.219,188.813,-57304.414,-12781.603,-3819.789,40.8
139.051,188.066,-57307.578,-12782.349,-3820.012,40.8
135.539,187.318,-57311.093,-12783.097,-3820.236,40.8
132.199,186.527,-57314.433,-12783.888,-3820.472,40.8
128.859,185.781,-57317.773,-12784.634,-3820.695,40.8
125.520,185.100,-57321.113,-12785.316,-3820.899,40.8
122.000,184.330,-57324.628,-12786.085,-3821.129,40.8
118.836,183.628,-57327.792,-12786.788,-3821.339,40.8
115.410,182.771,-57331.222,-12787.645,-3821.595,40.8
111.980,181.979,-57334.648,-12788.436,-3821.832,40.8
108.730,181.232,-57337.902,-12789.183,-3822.055,40.8
105.477,180.508,-57341.152,-12789.909,-3822.271,40.8
102.051,179.761,-57344.582,-12790.655,-3822.495,40.8
98.621,179.035,-57348.007,-12791.380,-3822.711,40.8
95.281,178.244,-57351.347,-12792.171,-3822.948,40.8
91.945,177.453,-57354.687,-12792.962,-3823.184,40.8
88.691,176.772,-57357.937,-12793.643,-3823.387,40.8
85.266,176.003,-57361.367,-12794.413,-3823.617,40.9
81.836,175.212,-57364.792,-12795.204,-3823.854,40.9
78.406,174.442,-57368.222,-12795.973,-3824.084,40.9
74.980,173.674,-57371.652,-12796.742,-3824.313,40.9
71.465,172.861,-57375.164,-12797.554,-3824.556,40.9
67.949,172.092,-57378.679,-12798.324,-3824.786,40.9
64.344,171.213,-57382.285,-12799.203,-3825.049,40.9
60.656,170.378,-57385.976,-12800.038,-3825.299,40.9
57.137,169.587,-57389.492,-12800.829,-3825.535,40.9
53.359,168.730,-57393.269,-12801.685,-3825.791,40.9
49.844,167.938,-57396.789,-12802.477,-3826.028,40.9
46.152,167.126,-57400.476,-12803.290,-3826.270,40.9
42.547,166.357,-57404.082,-12804.058,-3826.500,40.9
38.945,165.522,-57407.683,-12804.893,-3826.750,40.9
35.426,164.731,-57411.203,-12805.684,-3826.986,40.9
31.824,163.940,-57414.804,-12806.475,-3827.222,40.9
28.398,163.215,-57418.230,-12807.201,-3827.439,40.9
24.883,162.446,-57421.746,-12807.969,-3827.669,40.9
21.277,161.677,-57425.351,-12808.739,-3827.899,40.9
17.937,160.952,-57428.691,-12809.463,-3828.115,40.9
14.336,160.139,-57432.292,-12810.277,-3828.359,40.9
10.820,159.414,-57435.812,-12811.001,-3828.575,40.9
7.305,158.645,-57439.328,-12811.771,-3828.805,40.9
3.879,157.898,-57442.753,-12812.518,-3829.028,40.9
0.359,157.040,-57446.273,-12813.375,-3829.285,40.9
356.844,156.228,-57449.785,-12814.188,-3829.527,40.9
353.504,155.437,-57453.125,-12814.979,-3829.764,40.9
350.078,154.579,-57456.554,-12815.836,-3830.020,40.9
346.738,153.854,-57459.894,-12816.561,-3830.237,40.9
343.223,153.020,-57463.406,-12817.396,-3830.486,40.9
339.883,152.163,-57466.746,-12818.252,-3830.742,40.9
336.453,151.239,-57470.175,-12819.176,-3831.018,40.9
333.113,150.427,-57473.515,-12819.989,-3831.261,40.9
329.687,149.526,-57476.945,-12820.889,-3831.530,40.9
326.258,148.713,-57480.371,-12821.703,-3831.773,40.9
322.746,147.856,-57483.886,-12822.559,-3832.029,40.9
319.406,147.087,-57487.226,-12823.329,-3832.259,40.9
315.887,146.273,-57490.742,-12824.142,-3832.502,40.9
312.547,145.438,-57494.082,-12824.977,-3832.752,40.9
309.121,144.626,-57497.511,-12825.790,-3832.995,41.0
305.781,143.857,-57500.851,-12826.558,-3833.224,41.0
302.266,143.044,-57504.363,-12827.372,-3833.467,41.0
298.926,142.297,-57507.703,-12828.119,-3833.691,41.0
295.500,141.483,-57511.132,-12828.932,-3833.934,41.0
292.070,140.693,-57514.562,-12829.722,-3834.170,41.0
288.641,139.924,-57517.988,-12830.492,-3834.400,41.0
285.301,139.221,-57521.328,-12831.195,-3834.610,41.0
281.789,138.430,-57524.843,-12831.986,-3834.846,41.0
278.449,137.749,-57528.183,-12832.666,-3835.050,41.0
275.020,136.936,-57531.609,-12833.480,-3835.293,41.0
271.590,136.299,-57535.039,-12834.117,-3835.483,41.0
268.250,135.529,-57538.378,-12834.886,-3835.713,41.0
264.910,134.958,-57541.718,-12835.458,-3835.884,41.0
261.570,134.475,-57545.058,-12835.941,-3836.028,41.0
258.320,133.794,-57548.312,-12836.622,-3836.232,41.0
254.805,132.915,-57551.828,-12837.500,-3836.494,41.0
251.203,131.816,-57555.429,-12838.599,-3836.823,41.0
247.508,130.674,-57559.121,-12839.743,-3837.165,41.0
243.816,129.904,-57562.812,-12840.511,-3837.394,41.0
240.215,129.333,-57566.417,-12841.083,-3837.565,41.0
236.875,128.763,-57569.757,-12841.654,-3837.736,41.0
233.273,128.278,-57573.359,-12842.137,-3837.880,41.0
229.844,127.707,-57576.789,-12842.708,-3838.051,41.0
226.504,126.916,-57580.128,-12843.500,-3838.287,41.0
223.164,126.234,-57583.468,-12844.181,-3838.491,41.0
219.734,125.443,-57586.894,-12844.972,-3838.727,41.0
216.395,124.697,-57590.234,-12845.718,-3838.950,41.0
212.969,123.949,-57593.660,-12846.466,-3839.174,41.0
209.543,123.138,-57597.089,-12847.279,-3839.417,41.0
206.113,122.390,-57600.515,-12848.026,-3839.640,41.0
202.598,121.687,-57604.035,-12848.729,-3839.850,41.0
199.168,120.918,-57607.460,-12849.499,-3840.080,41.0
195.828,120.192,-57610.800,-12850.223,-3840.297,41.0
192.227,119.445,-57614.402,-12850.970,-3840.520,41.0
188.887,118.765,-57617.742,-12851.652,-3840.724,41.0
185.457,118.039,-57621.171,-12852.376,-3840.940,41.0
182.117,117.313,-57624.511,-12853.102,-3841.157,41.0
178.691,116.589,-57627.941,-12853.827,-3841.374,41.0
175.352,115.886,-57631.281,-12854.530,-3841.583,41.0
171.922,115.029,-57634.707,-12855.386,-3841.840,41.0
168.582,114.348,-57638.046,-12856.068,-3842.043,41.0
165.070,113.557,-57641.562,-12856.859,-3842.280,41.0
161.727,112.744,-57644.906,-12857.671,-3842.522,41.1
158.211,111.953,-57648.417,-12858.462,-3842.759,41.1
154.871,111.184,-57651.757,-12859.232,-3842.989,41.1
151.445,110.349,-57655.187,-12860.067,-3843.238,41.1
148.105,109.646,-57658.523,-12860.770,-3843.448,41.1
144.680,108.854,-57661.953,-12861.561,-3843.685,41.1
141.340,108.086,-57665.292,-12862.330,-3843.915,41.1
138.000,107.427,-57668.632,-12862.989,-3844.112,41.1
134.660,106.657,-57671.972,-12863.758,-3844.342,41.1
131.227,105.822,-57675.402,-12864.593,-3844.591,41.1
127.980,105.098,-57678.652,-12865.318,-3844.808,41.1
124.461,104.328,-57682.167,-12866.087,-3845.038,41.1
121.121,103.581,-57685.507,-12866.834,-3845.261,41.1
117.781,102.834,-57688.847,-12867.582,-3845.484,41.1
114.531,101.999,-57692.101,-12868.416,-3845.734,41.1
111.191,101.208,-57695.441,-12869.208,-3845.970,41.1
107.852,100.483,-57698.781,-12869.932,-3846.187,41.1
104.512,99.714,-57702.121,-12870.702,-3846.416,41.1
101.258,98.944,-57705.371,-12871.471,-3846.646,41.1
97.832,98.220,-57708.800,-12872.196,-3846.863,41.1
94.406,97.495,-57712.226,-12872.920,-3847.080,41.1
91.152,96.836,-57715.476,-12873.580,-3847.277,41.1
87.727,96.045,-57718.906,-12874.371,-3847.513,41.1
84.297,95.297,-57722.332,-12875.119,-3847.737,41.1
80.867,94.507,-57725.761,-12875.909,-3847.973,41.1
77.527,93.737,-57729.101,-12876.678,-3848.203,41.1
73.926,92.946,-57732.703,-12877.469,-3848.439,41.1
70.410,92.111,-57736.218,-12878.304,-3848.688,41.1
66.895,91.232,-57739.738,-12879.183,-3848.951,41.1
63.293,90.441,-57743.339,-12879.974,-3849.188,41.1
59.687,89.606,-57746.945,-12880.809,-3849.437,41.1
55.996,88.794,-57750.632,-12881.622,-3849.680,41.1
52.391,87.959,-57754.238,-12882.457,-3849.929,41.1
48.703,87.167,-57757.929,-12883.249,-3850.166,41.1
45.098,86.399,-57761.535,-12884.017,-3850.396,41.1
41.406,85.520,-57765.222,-12884.896,-3850.658,41.1
37.887,84.729,-57768.742,-12885.687,-3850.895,41.1
34.285,83.960,-57772.343,-12886.456,-3851.125,41.1
30.594,83.146,-57776.035,-12887.269,-3851.368,41.1
27.168,82.399,-57779.464,-12888.016,-3851.591,41.1
23.566,81.586,-57783.066,-12888.830,-3851.834,41.2
20.051,80.751,-57786.582,-12889.665,-3852.084,41.2
16.621,80.026,-57790.011,-12890.389,-3852.300,41.2
13.367,79.191,-57793.261,-12891.224,-3852.550,41.2
9.852,78.532,-57796.777,-12891.883,-3852.747,41.2
6.512,77.741,-57800.117,-12892.674,-3852.983,41.2
3.086,76.885,-57803.542,-12893.532,-3853.239,41.2
359.570,75.983,-57807.058,-12894.432,-3853.509,41.2
356.320,75.148,-57810.312,-12895.267,-3853.758,41.2
352.801,74.314,-57813.828,-12896.102,-3854.008,41.2
349.375,73.435,-57817.257,-12896.981,-3854.270,41.2
345.945,72.534,-57820.683,-12897.881,-3854.539,41.2
